THREAD_ID,HOLDER_THREAD_ID,FILE,LINE,READERS,LOCK_WORD,WAIT_TIME,WAIT_TYPE,HOLDER_FILE,HOLDER_LINE,OBJECT_NAME,WAIT_OBJECT,CREATED_FILE,CREATED_LINE,WAITERS_FLAG,OS_WAIT_COUNT,WRITER_THREAD,LAST_WRITER_FILE,LAST_WRITER_LINE,RESERVATION_MODE

