POOL_ID,BLOCK_ID,IO_FIX,IS_OLD,SPACE,DATA_SIZE,FIX_COUNT,IS_HASHED,PAGE_TYPE,FLUSH_TYPE,INDEX_NAME,PAGE_STATE,TABLE_NAME,ACCESS_TIME,PAGE_NUMBER,NUMBER_RECORDS,COMPRESSED_SIZE,FREE_PAGE_CLOCK,NEWEST_MODIFICATION,OLDEST_MODIFICATION
0,166,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,291,0,0,0,0,0
0,167,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,292,0,0,0,0,0
0,168,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,293,0,0,0,0,0
0,169,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,294,0,0,0,0,0
0,170,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,295,0,0,0,0,0
0,171,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,296,0,0,0,0,0
0,172,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,297,0,0,0,0,0
0,173,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,298,0,0,0,0,0
0,174,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,299,0,0,0,0,0
0,175,IO_NONE,NO,0,0,0,NO,SYSTEM,0,NULL,FILE_PAGE,NULL,35386,300,0,0,0,0,0
0,176,IO_NONE,NO,0,0,0,NO,FILE_SPACE_HEADER,1,NULL,FILE_PAGE,NULL,35390,0,0,0,0,1839800,0
0,177,IO_NONE,NO,0,948,0,NO,INDEX,0,CLUST_IND,FILE_PAGE,`SYS_TABLES`,35397,8,12,0,0,0,0
0,178,IO_NONE,NO,0,3469,0,NO,INDEX,0,CLUST_IND,FILE_PAGE,`SYS_COLUMNS`,35397,10,54,0,0,0,0
0,179,IO_NONE,NO,0,1028,0,NO,INDEX,0,CLUST_IND,FILE_PAGE,`SYS_FIELDS`,35397,12,23,0,0,0,0
0,180,IO_NONE,NO,0,374,0,NO,INDEX,0,SYS_TABLESPACES_SPACE,FILE_PAGE,`SYS_TABLESPACES`,35397,307,7,0,0,0,0
0,181,IO_NONE,NO,0,0,0,NO,INDEX,0,ID_IND,FILE_PAGE,`SYS_FOREIGN`,35397,302,0,0,0,0,0
0,182,IO_NONE,NO,0,0,0,NO,INDEX,0,FOR_IND,FILE_PAGE,`SYS_FOREIGN`,35397,303,0,0,0,0,0
0,183,IO_NONE,NO,0,0,0,NO,INDEX,0,REF_IND,FILE_PAGE,`SYS_FOREIGN`,35397,304,0,0,0,0,0
0,184,IO_NONE,NO,0,381,0,NO,INDEX,0,SYS_DATAFILES_SPACE,FILE_PAGE,`SYS_DATAFILES`,35397,308,7,0,0,0,0
0,185,IO_NONE,NO,0,0,0,NO,INDEX,0,ID_IND,FILE_PAGE,`SYS_FOREIGN_COLS`,35401,305,0,0,0,0,0
0,186,IO_NONE,NO,0,0,0,NO,INDEX,0,BASE_IDX,FILE_PAGE,`SYS_VIRTUAL`,35401,310,0,0,0,0,0
0,187,IO_NONE,NO,4294967294,0,0,NO,FILE_SPACE_HEADER,1,NULL,FILE_PAGE,NULL,35404,0,0,0,0,1812437,0
0,188,IO_NONE,NO,4294967294,0,0,NO,INODE,1,NULL,FILE_PAGE,NULL,35404,2,0,0,0,1812437,0
0,189,IO_NONE,NO,4294967294,0,0,NO,SYSTEM,1,NULL,FILE_PAGE,NULL,35404,3,0,0,0,1812437,0
0,190,IO_NONE,NO,4294967294,0,0,NO,SYSTEM,1,NULL,FILE_PAGE,NULL,35404,4,0,0,0,1812437,0
0,191,IO_NONE,NO,4294967294,0,0,NO,SYSTEM,1,NULL,FILE_PAGE,NULL,35404,5,0,0,0,1812437,0
0,192,IO_NONE,NO,4294967294,0,0,NO,SYSTEM,1,NULL,FILE_PAGE,NULL,35404,6,0,0,0,1812437,0
