Db,Host,Drop_priv,Alter_priv,Grant_priv,Index_priv,Create_priv,Delete_priv,Insert_priv,Select_priv,Update_priv,Execute_priv,Trigger_priv,Show_view_priv,References_priv,Create_view_priv,Lock_tables_priv,Alter_routine_priv,Create_routine_priv,Create_tmp_table_priv

