POOL_ID,HIT_RATE,POOL_SIZE,FREE_BUFFERS,LRU_IO_TOTAL,PENDING_READS,DATABASE_PAGES,LRU_IO_CURRENT,PAGES_READ_RATE,READ_AHEAD_RATE,NUMBER_PAGES_GET,PAGES_MADE_YOUNG,UNCOMPRESS_TOTAL,NUMBER_PAGES_READ,PAGES_CREATE_RATE,PENDING_FLUSH_LRU,OLD_DATABASE_PAGES,PAGES_WRITTEN_RATE,PENDING_DECOMPRESS,PENDING_FLUSH_LIST,UNCOMPRESS_CURRENT,NUMBER_PAGES_CREATED,NUMBER_PAGES_WRITTEN,PAGES_NOT_MADE_YOUNG,PAGES_MADE_YOUNG_RATE,MODIFIED_DATABASE_PAGES,NUMBER_PAGES_READ_AHEAD,READ_AHEAD_EVICTED_RATE,NUMBER_READ_AHEAD_EVICTED,PAGES_MADE_NOT_YOUNG_RATE,YOUNG_MAKE_PER_THOUSAND_GETS,NOT_YOUNG_MAKE_PER_THOUSAND_GETS
0,1000,8192,7836,0,0,354,0,0,0,11933,0,0,221,0,0,0,0,0,0,0,133,327,0,0,0,0,0,0,0,0,0

