NAME,TYPE,STATUS,COMMENT,COUNT,AVG_COUNT,MAX_COUNT,MIN_COUNT,SUBSYSTEM,TIME_RESET,COUNT_RESET,TIME_ELAPSED,TIME_ENABLED,TIME_DISABLED,AVG_COUNT_RESET,MAX_COUNT_RESET,MIN_COUNT_RESET
adaptive_hash_searches,status_counter,enabled,Number of successful searches using Adaptive Hash Index,547,0.027535867102944877,547,NULL,adaptive_hash_index,NULL,547,19865,2020-11-11 18:52:25,NULL,NULL,547,NULL
adaptive_hash_searches_btree,status_counter,enabled,Number of searches using B-tree on an index search,1006,0.05063928319742273,1006,NULL,adaptive_hash_index,NULL,1006,19866,2020-11-11 18:52:25,NULL,NULL,1006,NULL
adaptive_hash_pages_added,counter,disabled,Number of index pages on which the Adaptive Hash Index is built,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
adaptive_hash_pages_removed,counter,disabled,Number of index pages whose corresponding Adaptive Hash Index entries were removed,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
adaptive_hash_rows_added,counter,disabled,Number of Adaptive Hash Index rows added,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
adaptive_hash_rows_removed,counter,disabled,Number of Adaptive Hash Index rows removed,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
adaptive_hash_rows_deleted_no_hash_entry,counter,disabled,Number of rows deleted that did not have corresponding Adaptive Hash Index entries,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
adaptive_hash_rows_updated,counter,disabled,Number of Adaptive Hash Index rows updated,0,NULL,NULL,NULL,adaptive_hash_index,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
file_num_open_files,value,enabled,Number of files currently open (innodb_num_open_files),11,NULL,11,11,file_system,NULL,11,19866,2020-11-11 18:52:25,NULL,NULL,11,11
ibuf_merges_insert,status_counter,enabled,Number of inserted records merged by change buffering,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges_delete_mark,status_counter,enabled,Number of deleted records merged by change buffering,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges_delete,status_counter,enabled,Number of purge records merged by change buffering,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges_discard_insert,status_counter,enabled,Number of insert merged operations discarded,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges_discard_delete_mark,status_counter,enabled,Number of deleted merged operations discarded,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges_discard_delete,status_counter,enabled,Number of purge merged  operations discarded,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_merges,status_counter,enabled,Number of change buffer merges,0,0,0,NULL,change_buffer,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
ibuf_size,status_counter,enabled,Change buffer size in pages,1,0.00005033725963958522,1,NULL,change_buffer,NULL,1,19866,2020-11-11 18:52:25,NULL,NULL,1,NULL
innodb_master_thread_sleeps,counter,disabled,Number of times (seconds) master thread sleeps,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_activity_count,status_counter,enabled,Current server activity count,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_master_active_loops,counter,disabled,Number of times master thread performs its tasks when server is active,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_master_idle_loops,counter,disabled,Number of times master thread performs its tasks when server is idle,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_background_drop_table_usec,counter,disabled,Time (in microseconds) spent to process drop table list,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_ibuf_merge_usec,counter,disabled,Time (in microseconds) spent to process change buffer merge,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_log_flush_usec,counter,disabled,Time (in microseconds) spent to flush log records,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_mem_validate_usec,counter,disabled,Time (in microseconds) spent to do memory validation,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_master_purge_usec,counter,disabled,Time (in microseconds) spent by master thread to purge records,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_dict_lru_usec,counter,disabled,Time (in microseconds) spent to process DICT LRU list,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_dict_lru_count_active,counter,disabled,Number of tables evicted from DICT LRU list in the active loop,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_dict_lru_count_idle,counter,disabled,Number of tables evicted from DICT LRU list in the idle loop,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_checkpoint_usec,counter,disabled,Time (in microseconds) spent by master thread to do checkpoint,0,NULL,NULL,NULL,server,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
innodb_dblwr_writes,status_counter,enabled,Number of doublewrite operations that have been performed (innodb_dblwr_writes),24,0.0012080942313500453,24,NULL,server,NULL,24,19866,2020-11-11 18:52:25,NULL,NULL,24,NULL
innodb_dblwr_pages_written,status_counter,enabled,Number of pages that have been written for doublewrite operations (innodb_dblwr_pages_written),196,0.009866102889358703,196,NULL,server,NULL,196,19866,2020-11-11 18:52:25,NULL,NULL,196,NULL
innodb_page_size,value,enabled,InnoDB page size in bytes (innodb_page_size),16384,NULL,16384,16384,server,NULL,16384,19866,2020-11-11 18:52:25,NULL,NULL,16384,16384
innodb_rwlock_s_spin_waits,status_counter,enabled,Number of rwlock spin waits due to shared latch request,64,0.003221584616933454,64,NULL,server,NULL,64,19866,2020-11-11 18:52:25,NULL,NULL,64,NULL
innodb_rwlock_x_spin_waits,status_counter,enabled,Number of rwlock spin waits due to exclusive latch request,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_rwlock_sx_spin_waits,status_counter,enabled,Number of rwlock spin waits due to sx latch request,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_rwlock_s_spin_rounds,status_counter,enabled,Number of rwlock spin loop rounds due to shared latch request,1920,0.09664753850800363,1920,NULL,server,NULL,1920,19866,2020-11-11 18:52:25,NULL,NULL,1920,NULL
innodb_rwlock_x_spin_rounds,status_counter,enabled,Number of rwlock spin loop rounds due to exclusive latch request,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_rwlock_sx_spin_rounds,status_counter,enabled,Number of rwlock spin loop rounds due to sx latch request,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_rwlock_s_os_waits,status_counter,enabled,Number of OS waits due to shared latch request,64,0.003221584616933454,64,NULL,server,NULL,64,19866,2020-11-11 18:52:25,NULL,NULL,64,NULL
innodb_rwlock_x_os_waits,status_counter,enabled,Number of OS waits due to exclusive latch request,0,0,0,NULL,server,NULL,0,19866,2020-11-11 18:52:25,NULL,NULL,0,NULL
innodb_rwlock_sx_os_waits,status_counter,enabled,Number of OS waits due to sx latch request,0,0,0,NULL,server,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
dml_reads,status_counter,disabled,Number of rows read,0,NULL,NULL,NULL,dml,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
dml_inserts,status_counter,enabled,Number of rows inserted,15,0.0007550208889112598,15,NULL,dml,NULL,15,19867,2020-11-11 18:52:25,NULL,NULL,15,NULL
dml_deletes,status_counter,enabled,Number of rows deleted,0,0,0,NULL,dml,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
dml_updates,status_counter,enabled,Number of rows updated,8,0.0004026778074193386,8,NULL,dml,NULL,8,19867,2020-11-11 18:52:25,NULL,NULL,8,NULL
dml_system_reads,status_counter,enabled,Number of system rows read,0,0,0,NULL,dml,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
dml_system_inserts,status_counter,enabled,Number of system rows inserted,0,0,0,NULL,dml,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
dml_system_deletes,status_counter,enabled,Number of system rows deleted,0,0,0,NULL,dml,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
dml_system_updates,status_counter,enabled,Number of system rows updated,0,0,0,NULL,dml,NULL,0,19867,2020-11-11 18:52:25,NULL,NULL,0,NULL
ddl_background_drop_indexes,counter,disabled,Number of indexes waiting to be dropped after failed index creation,0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ddl_background_drop_tables,counter,disabled,Number of tables in background drop table list,0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ddl_online_create_index,counter,disabled,Number of indexes being created online,0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ddl_pending_alter_table,counter,disabled,"Number of ALTER TABLE, CREATE INDEX, DROP INDEX in progress",0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ddl_sort_file_alter_table,counter,disabled,Number of sort files created during alter table,0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ddl_log_file_alter_table,counter,disabled,Number of log files created during alter table,0,NULL,NULL,NULL,ddl,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
icp_attempts,counter,disabled,Number of attempts for index push-down condition checks,0,NULL,NULL,NULL,icp,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
icp_no_match,counter,disabled,Index push-down condition does not match,0,NULL,NULL,NULL,icp,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
icp_out_of_range,counter,disabled,Index push-down condition out of range,0,NULL,NULL,NULL,icp,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
icp_match,counter,disabled,Index push-down condition matches,0,NULL,NULL,NULL,icp,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL

