WRITES,READS,SEGMENTS,FULL_SIZE,BLOCK_SIZE,USED_BLOCKS,DIRTY_BLOCKS,READ_REQUESTS,UNUSED_BLOCKS,KEY_CACHE_NAME,SEGMENT_NUMBER,WRITE_REQUESTS
0,2,NULL,134217728,1024,2,0,268,107161,default,NULL,0

