COUNT_READ,COUNT_STAR,COUNT_FETCH,COUNT_WRITE,OBJECT_NAME,OBJECT_TYPE,COUNT_DELETE,COUNT_INSERT,COUNT_UPDATE,OBJECT_SCHEMA,AVG_TIMER_READ,AVG_TIMER_WAIT,MAX_TIMER_READ,MAX_TIMER_WAIT,MIN_TIMER_READ,MIN_TIMER_WAIT,SUM_TIMER_READ,SUM_TIMER_WAIT,AVG_TIMER_FETCH,AVG_TIMER_WRITE,MAX_TIMER_FETCH,MAX_TIMER_WRITE,MIN_TIMER_FETCH,MIN_TIMER_WRITE,SUM_TIMER_FETCH,SUM_TIMER_WRITE,AVG_TIMER_DELETE,AVG_TIMER_INSERT,AVG_TIMER_UPDATE,MAX_TIMER_DELETE,MAX_TIMER_INSERT,MAX_TIMER_UPDATE,MIN_TIMER_DELETE,MIN_TIMER_INSERT,MIN_TIMER_UPDATE,SUM_TIMER_DELETE,SUM_TIMER_INSERT,SUM_TIMER_UPDATE

