EVENT_ID,THREAD_ID,END_EVENT_ID,NESTING_EVENT_ID,DIGEST,ERRORS,SOURCE,SQL_TEXT,WARNINGS,LOCK_TIME,ROWS_SENT,SORT_ROWS,SORT_SCAN,TIMER_END,EVENT_NAME,SORT_RANGE,TIMER_WAIT,DIGEST_TEXT,MYSQL_ERRNO,OBJECT_NAME,OBJECT_TYPE,SELECT_SCAN,TIMER_START,MESSAGE_TEXT,SELECT_RANGE,NO_INDEX_USED,OBJECT_SCHEMA,ROWS_AFFECTED,ROWS_EXAMINED,SELECT_FULL_JOIN,CURRENT_SCHEMA,RETURNED_SQLSTATE,SORT_MERGE_PASSES,CREATED_TMP_TABLES,NESTING_EVENT_TYPE,NO_GOOD_INDEX_USED,SELECT_RANGE_CHECK,OBJECT_INSTANCE_BEGIN,SELECT_FULL_RANGE_JOIN,CREATED_TMP_DISK_TABLES

