EVENT_ID,THREAD_ID,END_EVENT_ID,NESTING_EVENT_ID,FLAGS,SPINS,SOURCE,OPERATION,TIMER_END,EVENT_NAME,INDEX_NAME,TIMER_WAIT,OBJECT_NAME,OBJECT_TYPE,TIMER_START,OBJECT_SCHEMA,NUMBER_OF_BYTES,NESTING_EVENT_TYPE,OBJECT_INSTANCE_BEGIN

