THREAD_ID,PROCESSLIST_ID,PARENT_THREAD_ID,NAME,ROLE,TYPE,INSTRUMENTED,PROCESSLIST_DB,PROCESSLIST_HOST,PROCESSLIST_INFO,PROCESSLIST_TIME,PROCESSLIST_USER,PROCESSLIST_STATE,PROCESSLIST_COMMAND

